Date,VIX,DXY,log_VIX,DXY_return,VIX_change
2019-01-02,23.219999313354492,96.81999969482422,3.1450139466984486,,
2019-01-03,25.450000762939453,96.30999755859375,3.236715772974506,-0.005281451136241998,2.230001449584961
2019-01-04,21.3799991607666,96.19000244140625,3.0624558663436994,-0.0012467026777095323,-4.070001602172852
2019-01-07,21.399999618530273,95.70999908447266,3.0633909042021177,-0.005002650903429855,0.020000457763671875
2019-01-08,20.469999313354492,95.9000015258789,3.018960366129206,0.001983221158362685,-0.9300003051757812
2019-01-09,19.979999542236328,95.22000122070312,2.9947317503093127,-0.007115981214347269,-0.48999977111816406
2019-01-10,19.5,95.54000091552734,2.970414465569701,0.00335500095828451,-0.4799995422363281
2019-01-11,18.190000534057617,95.66999816894531,2.9008720218899873,0.0013597330063223076,-1.3099994659423828
2019-01-14,19.06999969482422,95.58999633789062,2.9481164036094025,-0.0008365767857184733,0.8799991607666016
2019-01-15,18.600000381469727,95.97000122070312,2.9231616012282804,0.003967481584089056,-0.4699993133544922
2019-01-16,19.040000915527344,96.05999755859375,2.9465420774476376,0.0009373154720789112,0.4400005340576172
2019-01-17,18.059999465942383,96.06999969482422,2.8936995184175425,0.00010411842380147599,-0.9800014495849609
2019-01-18,17.799999237060547,96.33999633789062,2.8791984144362717,0.002806473944679403,-0.26000022888183594
2019-01-22,20.799999237060547,96.30000305175781,3.03495295002749,-0.00041521269553680814,3.0
2019-01-23,19.520000457763672,96.12000274658203,2.971439604435954,-0.0018709110514125024,-1.279998779296875
2019-01-24,18.889999389648438,96.5999984741211,2.9386326492025887,0.004981285979845186,-0.6300010681152344
2019-01-25,17.420000076293945,95.79000091552734,2.8576189758040322,-0.008420420470173488,-1.4699993133544922
2019-01-28,18.8700008392334,95.75,2.9375734038549357,-0.00041767689169542764,1.4500007629394531
2019-01-29,19.1299991607666,95.81999969482422,2.951257739582145,0.0007308002093346978,0.2599983215332031
2019-01-30,17.65999984741211,95.33999633789062,2.871302186535503,-0.005022016904459742,-1.4699993133544922
2019-01-31,16.56999969482422,95.58000183105469,2.8075938130211036,0.0025142009416812875,-1.0900001525878906
2019-02-01,16.139999389648438,95.58000183105469,2.78130062502572,0.0,-0.43000030517578125
2019-02-04,15.729999542236328,95.8499984741211,2.755569687968872,0.0028208412648959165,-0.4099998474121094
2019-02-05,15.569999694824219,96.0999984741211,2.745345966245664,0.002604846526007075,-0.15999984741210938
2019-02-06,15.380000114440918,96.41999816894531,2.73306797151839,0.0033243298888583233,-0.18999958038330078
2019-02-07,16.3700008392334,96.51000213623047,2.7954504426495905,0.000933022066781138,0.9900007247924805
2019-02-08,15.720000267028809,96.63999938964844,2.7549338039876257,0.0013460758169269156,-0.6500005722045898
2019-02-11,15.970000267028809,97.05999755859375,2.7707119789475727,0.004336590952711256,0.25
2019-02-12,15.430000305175781,96.70999908447266,2.73631368615315,-0.0036125185613491797,-0.5399999618530273
2019-02-13,15.649999618530273,97.12999725341797,2.7504708926110997,0.004333458874714606,0.2199993133544922
2019-02-14,16.219999313354492,96.9800033569336,2.786245006354004,-0.0015454528449521325,0.5699996948242188
2019-02-15,14.90999984741211,96.91999816894531,2.7020321185427174,-0.0006189292360145267,-1.3099994659423828
2019-02-19,14.880000114440918,96.5199966430664,2.7000180370958677,-0.004135671078728945,-0.029999732971191406
2019-02-20,14.020000457763672,96.44999694824219,2.640484914257205,-0.0007254982662519485,-0.8599996566772461
2019-02-21,14.460000038146973,96.61000061035156,2.671386219368722,0.0016575541361932384,0.4399995803833008
2019-02-22,13.510000228881836,96.51000213623047,2.603430168913768,-0.0010356097932493662,-0.9499998092651367
2019-02-25,14.850000381469727,96.41000366210938,2.6979998909369054,-0.0010366833928195224,1.3400001525878906
2019-02-26,15.170000076293945,96.0,2.7193197983897055,-0.004261777193198242,0.31999969482421875
2019-02-27,14.699999809265137,96.1500015258789,2.6878474808095296,0.0015612964367278633,-0.4700002670288086
2019-02-28,14.779999732971191,96.16000366210938,2.6932748974531537,0.00010402096583284309,0.07999992370605469
2019-03-01,13.569999694824219,96.52999877929688,2.6078614513577736,0.0038403193442849287,-1.2100000381469727
2019-03-04,14.630000114440918,96.68000030517578,2.6830742228543785,0.0015527307771561066,1.0600004196166992
2019-03-05,14.739999771118164,96.8499984741211,2.6905648712332506,0.0017568151060931927,0.1099996566772461
2019-03-06,15.739999771118164,96.87000274658203,2.756205228447844,0.0002065276936401051,1.0
2019-03-07,16.59000015258789,97.66999816894531,2.8088001133999354,0.008224528920454022,0.8500003814697266
2019-03-08,16.049999237060547,97.37000274658203,2.7757088020408553,-0.0030762475136783527,-0.5400009155273438
2019-03-11,14.329999923706055,97.22000122070312,2.662355236516009,-0.0015417190249468634,-1.7199993133544922
2019-03-12,13.770000457763672,96.94000244140625,2.6224923459841123,-0.002884208571455564,-0.5599994659423828
2019-03-13,13.40999984741211,96.55000305175781,2.5960006859149227,-0.0040312151193654016,-0.3600006103515625
2019-03-14,13.5,96.79000091552734,2.6026896854443837,0.0024826521373223884,0.09000015258789062
2019-03-15,12.880000114440918,96.5999984741211,2.555675729561372,-0.0019649671972771826,-0.619999885559082
2019-03-18,13.100000381469727,96.5199966430664,2.572612259326932,-0.0008285194454623186,0.2200002670288086
2019-03-19,13.5600004196167,96.37999725341797,2.6071243134574336,-0.0014515232624028693,0.46000003814697266
2019-03-20,13.90999984741211,95.76000213623047,2.632607994965697,-0.0064535991568705165,0.34999942779541016
